,length_url,length_hostname,ip,nb_dots,nb_hyphens,nb_at,nb_qm,nb_and,nb_or,nb_eq,nb_underscore,nb_tilde,nb_percent,nb_slash,nb_star,nb_colon,nb_comma,nb_semicolumn,nb_dollar,nb_space,nb_www,nb_com,nb_dslash,http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_nullHyperlinks,nb_extCSS,ratio_intRedirection,ratio_extRedirection,ratio_intErrors,ratio_extErrors,login_form,external_favicon,links_in_tags,submit_email,ratio_intMedia,ratio_extMedia,sfh,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank
10585,60,42,0,4,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.05,0.071428571,0,0,0,0,0,3,0,0,1,0,0,0,8,2,1,1,2,9,9,7,5.25,5.5,4.5,3,0,0,0,0,0,22,0.181818182,0.818181818,0,1,0,0.166666667,0,0.0,0,1,0.0,0,16.66666667,83.33333333,0,0,0,25.0,0,0,0,1,1,0,228,5615,0,0,1,5
9048,126,50,1,4,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0.19047619,0.0,0,0,0,1,0,3,1,0,0,0,0,0,12,6,2,3,2,17,13,17,8.25,8.4,8.142857142999999,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,25,3993,5707171,0,1,0
1953,71,20,0,2,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,9,0,3,7,3,8,8,8,5.777777778,7.5,5.285714286,1,0,0,0,0,0,6,0.5,0.5,0,1,0,0.0,0,0.0,0,1,50.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,250,5228,0,0,1,2
10691,98,59,0,8,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,1,0,0,1,0.040816327,0.06779661,0,0,0,0,0,3,0,0,0,0,0,0,12,7,3,3,4,16,16,8,6.416666667,6.125,7.0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,375,8412,0,0,1,2
3305,23,15,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,3,3,2,2,0,3,3,0,2.666666667,2.666666667,0.0,0,0,0,0,0,0,37,0.27027027,0.72972973,0,2,0,0.259259259,0,0.111111111,1,1,25.0,0,0.0,100.0,0,0,0,47.61904762,0,0,0,0,0,0,198,-1,0,0,0,1
9639,27,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,12,12,0,7.5,7.5,0.0,1,0,0,0,0,0,311,0.938906752,0.061093248,0,0,0,0.315789474,0,0.105263158,0,0,100.0,0,66.66666667,33.33333333,0,1,0,41.37931034,0,0,0,0,0,0,0,5342,2415737,0,0,3
2826,69,15,0,2,1,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,1,0,0,0,0,6,1,2,8,2,15,8,15,8.0,8.0,8.0,3,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,1,0,-1,0,0,1,2
5027,26,17,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1,0,0,0,0,0,3,4,3,3,0,4,4,0,3.666666667,3.666666667,0.0,0,0,0,0,0,0,204,0.970588235,0.029411765,0,0,0,0.666666667,0,0.0,0,0,91.66666667,0,100.0,0.0,0,0,0,66.66666667,0,0,0,0,0,0,101,4648,1812190,0,0,3
119,65,12,0,3,2,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.076923077,0.166666667,0,0,0,0,0,3,0,0,0,0,0,0,8,4,2,3,2,15,4,15,5.75,3.5,6.5,0,0,0,0,0,0,5,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,230,135,0,0,1,0
1418,35,27,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,8,8,0,14,14,0,11.0,11.0,0.0,1,0,0,0,0,0,37,0.918918919,0.081081081,0,0,0,0.0,0,0.0,0,0,92.30769231,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,244,4503,0,0,0,3
10988,32,23,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,15,15,0,9.0,9.0,0.0,0,0,0,0,0,0,159,0.981132075,0.018867925,0,0,0,0.333333333,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,72.72727273,0,0,0,1,1,0,1576,8649,307419,0,0,4
10995,22,14,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,6,6,0,4.5,4.5,0.0,0,0,0,0,0,0,597,0.936348409,0.063651591,0,0,0,0.210526316,0,0.026315789,0,0,94.28571429,0,98.73417722,1.265822785,0,0,0,2.777777778,0,0,0,1,1,0,2373,-1,2123468,0,0,3
4024,28,21,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,3,3,0,14,14,0,8.5,8.5,0.0,0,0,0,0,0,0,24,0.0,1.0,0,4,0,0.333333333,0,0.0,0,1,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,0,0,131,7174,0,0,1,1
4418,27,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,40,0.1,0.9,0,1,0,0.0,0,0.055555556,0,1,0.0,0,0.0,100.0,0,0,0,44.44444444,0,0,0,0,1,0,399,-1,4775526,0,0,5
7501,103,15,1,1,1,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0.165048544,0.0,0,0,0,0,0,1,1,0,0,0,0,0,9,3,2,11,2,32,11,32,9.222222222,11.0,9.0,3,0,0,0,0,0,88,0.897727273,0.102272727,0,0,0,0.5555555560000001,0,0.222222222,1,0,85.71428571,0,100.0,0.0,0,0,0,85.71428571,0,0,0,1,0,0,145,2047,0,0,1,0
651,63,26,0,3,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,3,3,4,18,18,10,7.833333333,10.5,6.5,0,0,0,0,0,0,105,0.752380952,0.247619048,0,3,0,0.038461538,0,0.230769231,0,1,30.76923077,0,0.0,0.0,0,0,0,60.0,0,0,0,0,1,0,514,7522,10631,0,0,5
6334,32,20,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.09375,0.15,0,0,0,0,0,2,0,0,0,0,1,0,3,3,2,3,2,12,12,2,5.666666667,7.5,2.0,0,0,0,0,0,0,14,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,252,112,2851324,0,0,0
3465,42,14,0,3,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.119047619,0.0,0,0,0,0,0,3,0,0,0,0,2,0,6,0,2,2,3,8,8,6,4.5,5.0,4.25,0,0,0,0,0,0,310,0.94516129,0.05483871,0,0,0,0.529411765,0,0.235294118,0,1,86.66666667,0,94.73684211,5.263157895,0,0,0,79.6875,0,0,0,1,1,0,149,7157,2294,0,0,3
5264,21,13,1,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.476190476,0.7692307690000001,0,0,1,1,1,3,0,0,0,0,0,0,8,0,2,2,2,3,3,3,2.5,2.5,2.5,0,0,0,0,0,2,40,0.95,0.05,0,0,0,0.5,0,0.0,1,0,85.71428571,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,1,0,-1,0,1,0,0
2485,240,15,1,7,2,0,1,3,0,2,3,0,0,12,0,1,0,0,0,0,0,0,0,0,1,0.1875,0.0,0,0,0,0,0,3,1,0,0,0,0,0,26,7,1,9,1,30,9,30,7.730769231,9.0,7.68,4,0,0,0,0,0,17,0.529411765,0.470588235,0,0,0,0.25,0,0.125,0,1,0.0,0,50.0,50.0,0,0,0,25.0,0,0,0,1,0,0,103,4646,0,0,1,0
10890,218,12,1,3,1,0,1,2,0,3,1,0,0,6,0,1,0,2,0,0,0,0,0,0,1,0.371559633,0.083333333,0,0,0,0,0,3,1,0,0,0,0,0,14,13,2,5,2,64,5,64,13.64285714,5.0,14.30769231,4,0,0,0,0,0,6,0.5,0.5,0,1,0,0.0,0,0.0,0,1,50.0,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,24,-1,0,0,1,0
8971,166,21,1,3,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.487951807,0.0,0,0,0,0,0,3,0,0,1,0,0,0,7,9,1,3,1,123,13,123,21.28571429,8.0,26.6,0,0,0,0,0,0,183,0.114754098,0.8852459020000001,0,4,0,0.481481481,0,0.0493827159999999,0,1,50.0,0,0.0,100.0,0,0,0,0.746268657,0,0,0,1,1,0,329,35,2182476,0,1,0
7864,67,14,1,2,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.268656716,0.0,0,0,0,0,0,2,0,1,0,0,0,0,5,5,3,3,5,32,6,32,10.2,4.5,14.0,0,0,0,0,0,0,48,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,246,-1,0,0,1,0
4217,109,27,0,4,1,0,1,0,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0.027522936,0.0,0,0,0,0,0,3,1,0,0,0,0,0,10,2,2,3,2,42,15,42,8.8,7.0,9.571428571,0,0,0,0,0,0,25,0.84,0.16,0,1,0,0.0,0,0.0,0,1,66.66666667,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,324,41,0,0,1,0
7107,160,43,0,2,1,0,1,1,0,2,3,0,1,7,0,4,0,0,0,0,0,1,0,0,0,0.1,0.069767442,0,1,0,1,0,2,1,0,1,0,1,0,16,5,1,2,1,46,25,46,7.9375,12.33333333,6.923076922999999,0,0,0,0,0,0,26,0.115384615,0.884615385,0,0,0,0.0,0,0.086956522,0,1,7.692307692000001,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,381,8019,0,0,1,4
4532,120,17,0,4,1,1,1,0,0,1,0,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,3,1,0,0,0,0,0,15,2,2,14,2,15,14,15,6.333333333,14.0,5.785714286,4,0,0,0,0,0,6,0.333333333,0.666666667,0,0,0,0.0,0,0.0,0,1,50.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,0,0,139,4609,0,0,1,3
1701,19,11,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.1578947369999999,0.272727273,0,0,0,0,0,2,0,1,0,0,0,0,2,0,1,1,0,5,5,0,3.0,3.0,0.0,0,0,0,0,0,0,45,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,1,0,320,-2,0,1,1,0
3691,26,17,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,9,9,0,6.0,6.0,0.0,0,0,0,0,0,0,221,0.990950226,0.009049774,0,0,0,0.0,0,0.0,0,0,100.0,0,75.0,25.0,0,0,0,100.0,0,0,0,1,1,0,803,-1,3276486,0,0,3
2751,42,30,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.023809524,0.033333333,0,0,0,0,0,2,0,0,0,0,2,0,3,0,4,9,4,17,17,4,10.0,13.0,4.0,0,0,0,0,0,2,52,0.980769231,0.019230769,0,0,0,0.0,0,0.0,0,0,85.71428571,0,100.0,0.0,0,0,0,100.0,0,0,0,0,0,0,0,-1,5471993,0,1,0
9761,25,11,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,2,0,2,1,5,8,5,8,8,5,6.5,8.0,5.0,0,0,0,0,1,0,37,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,0,0,212,519,0,0,1,0
6084,109,23,0,2,8,0,1,0,0,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,14,6,2,3,2,15,15,9,6.0,9.0,5.5,1,0,0,0,0,0,64,0.90625,0.09375,0,0,0,0.0,0,0.333333333,0,1,88.23529412,0,100.0,0.0,0,0,0,33.33333333,0,0,0,1,1,0,1780,4428,1059659,0,0,4
8235,33,12,1,2,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.212121212,0.0,0,0,0,0,0,2,0,1,0,0,2,0,4,4,3,3,5,7,4,7,4.75,3.5,6.0,0,1,0,0,0,0,504,0.75,0.25,0,4,0,0.0,0,0.0,0,1,0.0,0,0.0,100.0,0,0,0,62.5,0,0,0,0,0,0,1261,8965,70,0,0,8
7030,103,15,0,1,1,0,0,0,0,0,2,0,0,10,0,1,0,0,0,0,0,0,0,0,1,0.029126214,0.0,0,0,0,0,0,1,1,0,0,0,0,0,11,2,3,4,3,13,6,13,7.363636363999999,5.0,7.888888888999999,0,0,0,0,0,0,26,0.7692307690000001,0.230769231,0,0,0,0.5,0,0.0,1,0,50.0,0,100.0,0.0,0,0,0,25.0,0,0,0,0,0,0,256,6683,0,0,0,5
3698,45,36,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,6,6,0,25,25,0,15.5,15.5,0.0,0,0,0,0,0,0,60,0.983333333,0.016666667,0,0,0,0.0,0,0.0,0,0,95.45454545,0,100.0,0.0,0,0,0,100.0,0,0,0,1,0,0,246,5232,0,0,0,7
5493,76,50,1,4,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,1,0.131578947,0.0,0,0,0,1,0,3,1,0,0,0,1,0,7,3,2,3,2,15,13,15,8.428571429,8.4,8.5,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,25,3992,5697976,0,1,0
5322,126,50,1,4,1,0,1,2,0,3,2,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0.142857143,0.0,0,0,0,1,0,3,1,0,0,0,0,0,12,6,2,3,2,17,13,17,8.25,8.4,8.142857142999999,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,25,3992,5707171,0,1,0
6920,27,19,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,3,0,2,4,3,3,0,11,11,0,7.0,7.0,0.0,0,0,0,0,0,0,36,0.611111111,0.388888889,0,2,0,0.142857143,0,0.142857143,1,1,20.0,0,100.0,0.0,0,0,0,28.57142857,0,0,0,0,0,0,97,5382,0,0,0,3
6686,44,18,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,4,3,3,3,6,11,10,11,7.5,6.5,8.5,0,0,0,0,0,0,114,0.8245614040000001,0.175438596,0,0,0,0.1,0,0.0,0,0,90.47619048,0,0.0,100.0,0,0,0,32.0,0,0,0,0,0,0,293,9205,690,0,0,6
7729,74,20,0,3,0,0,0,0,0,0,0,0,3,4,0,1,0,0,0,3,1,0,0,0,1,0.081081081,0.0,0,0,0,0,0,3,0,0,0,0,1,0,8,4,2,3,2,12,12,10,7.0,7.5,6.833333333,0,0,0,0,0,0,62,0.822580645,0.177419355,0,1,0,0.0,0,0.0,0,1,42.85714286,0,60.0,40.0,0,0,0,25.0,0,0,0,1,0,0,1374,5200,62156,0,1,3
4250,24,15,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,7,7,0,5.0,5.0,0.0,0,0,0,0,0,0,98,0.591836735,0.408163265,0,0,0,0.075,0,0.0,0,0,68.0,0,50.0,50.0,0,0,1,21.42857143,0,0,0,1,1,0,66,4316,137827,0,0,4
1281,42,12,0,2,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.047619048,0.166666667,0,0,0,0,0,2,0,0,0,0,1,0,5,0,3,7,3,7,7,7,5.2,7.0,4.75,1,0,0,0,0,0,1,0.0,1.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,0,0,323,2963,0,0,1,2
8462,39,20,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.025641026,0.0,0,0,0,0,0,3,0,0,0,0,1,0,4,0,4,5,4,11,11,6,6.5,8.0,5.0,0,0,0,0,0,0,8,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,123,1337,20989,0,1,6
9902,70,45,1,5,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0.242857143,0.377777778,0,0,0,0,1,3,0,0,1,0,0,0,9,3,1,1,3,14,14,6,5.555555556,6.0,4.666666667,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,228,5616,0,0,1,5
9592,26,18,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,11,11,0,7.0,7.0,0.0,0,0,0,0,0,0,43,0.465116279,0.534883721,0,1,0,0.086956522,0,0.0,0,1,71.42857143,0,0.0,100.0,0,0,0,18.18181818,0,0,0,1,1,0,233,862,0,0,0,0
4981,60,16,0,1,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,1,0.05,0.1875,0,0,0,0,0,1,1,0,0,0,0,0,7,1,2,12,2,12,12,8,6.0,12.0,5.0,3,0,0,0,0,0,2,1.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,100.0,0.0,0,0,0,0.0,0,0,0,1,0,0,50,3237,0,0,1,0
3794,35,27,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,19,19,0,11.0,11.0,0.0,1,0,0,0,0,0,75,0.666666667,0.333333333,0,3,0,0.12,0,0.0,0,1,25.0,0,0.0,100.0,0,0,0,40.0,0,0,0,0,0,0,122,7912,831425,0,0,5
33,61,14,0,2,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,2,0,0,1,0.0,0.0,0,0,1,0,0,2,0,1,1,0,0,0,7,1,3,10,3,10,10,10,6.285714286,10.0,5.666666667,0,0,0,0,0,0,3,0.0,1.0,0,0,0,0.0,0,0.333333333,0,0,0.0,0,0.0,100.0,0,0,0,0.0,0,0,0,1,0,0,251,3767,9264543,0,1,0
3107,40,21,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,1,0,4,4,3,3,5,13,13,5,6.5,8.0,5.0,0,0,0,0,0,0,20,0.5,0.5,0,1,0,0.3,0,0.0,0,1,66.66666667,0,60.0,40.0,0,0,0,0.0,0,0,0,0,1,0,342,1849,348199,0,0,1
8916,27,18,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,52,0.442307692,0.557692308,0,0,0,0.0,0,0.034482759,0,0,68.18181818,0,18.18181818,81.81818182,0,0,0,27.77777778,0,0,0,0,0,0,316,2241,4289979,0,0,3
8500,45,25,0,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0.2,0.32,0,0,0,0,0,3,0,0,0,0,0,0,4,0,4,10,4,11,11,6,7.75,10.5,5.0,0,0,0,0,0,0,8,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0,0,122,1338,22211,0,0,6
4929,32,24,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0.0625,0.083333333,0,0,0,0,0,2,0,0,0,0,1,0,2,2,3,3,0,16,16,0,9.5,9.5,0.0,0,0,0,0,0,0,4,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,0,357,8,0,0,1,0
7535,36,20,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,3,3,3,3,8,12,12,8,7.666666667,7.5,8.0,0,0,0,0,0,0,21,0.904761905,0.095238095,0,0,0,1.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,84.61538462,0,0,0,1,0,0,14,3639,246250,0,0,3
8763,43,18,0,2,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,4,3,3,3,6,10,10,10,7.25,6.5,8.0,0,0,0,0,0,0,147,0.802721088,0.197278912,0,0,0,0.344827586,0,0.068965517,0,0,90.47619048,0,0.0,100.0,0,0,0,21.21212121,0,0,0,0,0,0,297,9201,684,0,0,6
1501,66,13,0,2,4,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,2,0,10,6,2,3,2,7,5,7,4.6,4.0,4.75,0,0,0,0,0,0,167,0.71257485,0.28742515,0,0,0,0.020833333,0,0.0,0,1,76.5625,0,100.0,0.0,0,0,0,40.0,0,0,0,0,0,0,1486,8375,31104,0,1,5
10285,127,25,0,2,3,0,1,0,0,1,3,0,0,7,0,3,0,0,0,0,0,1,0,0,0,0.007874016,0.0,0,0,1,0,0,2,1,0,1,0,1,0,15,3,1,2,1,23,10,23,6.6,6.333333333,6.666666667,1,0,0,0,0,0,26,0.115384615,0.884615385,0,0,0,0.0,0,0.086956522,0,1,7.692307692000001,0,0.0,0.0,0,0,0,0.0,0,0,0,1,0,0,381,8019,0,0,1,4
7656,81,27,0,1,4,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.0493827159999999,0.0,0,0,0,0,0,1,0,0,1,0,1,0,9,1,3,5,3,11,8,11,6.888888889,7.0,6.833333333,0,0,0,0,0,0,206,0.839805825,0.160194175,0,0,0,0.363636364,0,0.090909091,0,0,100.0,0,68.75,31.25,0,0,0,47.16981132,0,0,0,1,0,0,286,4462,903902,0,0,4
5194,125,50,1,4,1,0,1,2,0,3,2,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0.12,0.0,0,0,0,1,0,3,1,0,0,0,1,0,12,6,2,3,2,17,13,17,8.25,8.4,8.142857142999999,0,0,0,0,0,0,51,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,100.0,0.0,0,0,0,100.0,0,0,0,1,1,0,25,3993,5707171,0,1,0
3433,38,18,0,1,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,10,14,10,14,14,10,12.0,14.0,10.0,0,0,0,0,0,0,8,0.375,0.625,0,1,0,0.0,0,0.0,0,1,0.0,0,100.0,0.0,0,0,0,100.0,0,0,1,1,0,0,367,1825,0,0,1,0
8863,27,19,0,2,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,1,0,0,0,1,0,3,3,3,3,0,7,7,0,4.666666667,4.666666667,0.0,0,0,0,0,0,0,249,0.124497992,0.875502008,0,18,0,0.036697248,0,0.013761468,0,1,14.49275362,0,0.0,100.0,0,0,0,6.0,0,0,0,1,1,1,0,-1,0,0,0,0
4127,34,13,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4,9,4,9,9,7,6.666666667,9.0,5.5,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,1,1,0,0,159,3129,9894188,0,1,0
7995,115,14,1,2,1,0,1,0,0,3,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0.217391304,0.0,0,0,0,0,0,2,0,0,0,0,1,0,7,8,3,3,3,43,7,43,13.85714286,5.0,17.4,1,0,0,0,0,0,4,1.0,0.0,0,0,0,0.0,0,0.0,0,0,100.0,0,0.0,0.0,0,0,0,100.0,0,0,0,1,0,1,0,-1,6211376,0,1,0
7642,20,12,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,3,3,3,0,4,4,0,3.5,3.5,0.0,0,0,0,0,0,0,143,0.8531468529999999,0.146853147,0,0,0,0.380952381,0,0.19047619,0,1,94.11764706,0,100.0,0.0,0,0,0,36.66666667,0,0,0,1,1,0,1046,5527,2974,0,0,4
9659,59,15,0,2,0,0,0,0,0,0,4,0,0,4,0,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,8,3,1,3,1,10,7,10,5.125,5.0,5.166666667,0,0,0,0,0,0,66,0.848484848,0.151515152,0,1,0,0.0,0,0.0,0,1,89.28571429,0,0.0,0.0,0,0,0,20.0,0,0,0,0,1,0,507,8829,2635,0,0,6
